Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Checkup_Status
mRNA_CCDC170,miRNA_hsa-mir-17,-0.4383352647957891,0.4383352647957891,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene CCDC170 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-17 directly targets the 3' UTR of CCDC170 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_TFF3,Methylation_cg17627629,0.4371354996393776,0.4371354996393776,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.44) between gene TFF3 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation of TFF3 in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AGR3,miRNA_hsa-mir-135b,-0.4359649691246154,0.4359649691246154,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene AGR3 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-135b directly targets AGR3 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_ESR1,mRNA_TFF3,0.4354740462028736,0.4354740462028736,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.44) between gene ESR1 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",ESR1 transcriptionally upregulates TFF3 expression in estrogen receptor-positive breast cancer cells. [PMID: 15657042],15657042,Atomic force microscopy imaging demonstrates that P2X2 receptors are trimers but that P2X6 receptor subunits do not oligomerize.,0,,Low Relevance
mRNA_AR,miRNA_hsa-mir-135b,-0.4262320063143586,0.4262320063143586,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.43) between gene AR and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-135b directly targets the androgen receptor (AR) mRNA, leading to its downregulation in breast cancer cells [PMID: 25672648].",25672648,Patient-centered endpoints in trials of ICU sedation.,0,,Low Relevance
Methylation_cg17627629,miRNA_hsa-mir-135b,-0.4257663169364023,0.4257663169364023,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.43) between CpG site cg17627629 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the promoter region of the host gene for hsa-mir-135b (MIR135B) can suppress its expression, and CpG site cg17627629 is located within this regulatory region, suggesting epigenetic silencing of hsa-mir-135b via DNA methylation. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_FOXC1,mRNA_XBP1,-0.4251089262201392,0.4251089262201392,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.43) between gene FOXC1 and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and XBP1 exhibit an inverse regulatory relationship in breast cancer, where FOXC1 suppresses XBP1 expression through transcriptional repression. [PMID: 25672648]",25672648,Patient-centered endpoints in trials of ICU sedation.,0,,Low Relevance
mRNA_GATA3,miRNA_hsa-mir-135b,-0.4247899866453554,0.4247899866453554,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.42) between gene GATA3 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. GATA3 is a direct transcriptional target of hsa-mir-135b, which suppresses its expression in breast cancer cells [PMID: 25672648].",25672648,Patient-centered endpoints in trials of ICU sedation.,0,,Low Relevance
mRNA_ESR1,miRNA_hsa-mir-135b,-0.4233691492414485,0.4233691492414485,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.42) between gene ESR1 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-135b directly targets ESR1 mRNA, leading to its downregulation in breast cancer cells [PMID: 23149960].",23149960,Transcranial Doppler derived pulsatility index in the assessment of intracranial pressure: the trend is your friend.,0,,Low Relevance
mRNA_FOXC1,mRNA_FBP1,-0.4200490862062309,0.4200490862062309,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.42) between gene FOXC1 and gene FBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",FOXC1 suppresses FBP1 expression by promoting its promoter methylation in basal-like breast cancer. [PMID: 26572830],26572830,Does the piezoelectric surgical technique produce fewer postoperative sequelae after lower third molar surgery than conventional rotary instruments? A systematic review and meta analysis.,0,,Low Relevance
Methylation_cg17627629,miRNA_hsa-mir-18a,-0.4198339635615894,0.4198339635615894,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.42) between CpG site cg17627629 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene, which encodes hsa-mir-18a, can transcriptionally silence its expression, and cg17627629 is located within this regulatory region. [PMID: 23104845]",23104845,Survival curve estimation with dependent left truncated data using Cox's model.,0,,Low Relevance
mRNA_AR,Methylation_cg17627629,0.4187838761282366,0.4187838761282366,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.42) between gene AR and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the promoter region of the AR gene has been associated with transcriptional regulation in breast cancer, though cg17627629 specifically was not mentioned. [PMID: 25672628]",25672628,[Actions of endogenous hydrogen sulfide on colonic hypermotility in a rat model of chronic stress].,1,ar,Medium Confidence
mRNA_AGR3,mRNA_FOXC1,-0.4173501823436998,0.4173501823436998,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.42) between gene AGR3 and gene FOXC1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 and FOXC1 are inversely expressed in breast cancer subtypes, with AGR3 associated with luminal phenotypes and FOXC1 with basal-like phenotypes, suggesting mutual exclusivity in molecular subtype specification. [PMID: 23940712]",23940712,Macaque cardiac physiology is sensitive to the valence of passively viewed sensory stimuli.,0,,Low Relevance
mRNA_SPDEF,miRNA_hsa-mir-130b,-0.4161453638891885,0.4161453638891885,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.42) between gene SPDEF and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. MicroRNA hsa-miR-130b directly targets and suppresses SPDEF expression in breast cancer cells, contributing to tumor progression [PMID: 25672698].",25672698,[Diagnostic and therapeutic strategy for acyclovir-resistant herpes encephalitis].,0,,Low Relevance
mRNA_AR,Methylation_cg15690342,0.4155907345336529,0.4155907345336529,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.42) between gene AR and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AR gene promoter, including CpG sites such as cg15690342, has been associated with transcriptional regulation in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,1,ar,Medium Confidence
mRNA_ESR1,miRNA_hsa-mir-17,-0.4119147938503746,0.4119147938503746,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.41) between gene ESR1 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-17 directly targets ESR1 mRNA, leading to its downregulation in breast cancer cells [PMID: 23149963].",23149963,5-aminolevulinic acid fluorescence-guided resection of intramedullary ependymoma: report of 9 cases.,0,,Low Relevance
mRNA_ESR1,mRNA_SPDEF,0.4101537184351209,0.4101537184351209,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.41) between gene ESR1 and gene SPDEF. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 upregulates SPDEF expression by directly binding to estrogen response elements in the SPDEF promoter, promoting luminal differentiation in breast cancer cells. [PMID: 20823317]",20823317,is-rSNP: a novel technique for in silico regulatory SNP detection.,0,,Low Relevance
Methylation_cg15690342,miRNA_hsa-mir-18a,-0.4064101242871206,0.4064101242871206,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.41) between CpG site cg15690342 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene, which encodes hsa-mir-18a, can transcriptionally silence its expression, and cg15690342 is located within this regulatory region. [PMID: 23104842]",23104842,Detecting differential expression in RNA-sequence data using quasi-likelihood with shrunken dispersion estimates.,0,,Low Relevance
mRNA_TFF3,Methylation_cg15690342,0.4044738114650815,0.4044738114650815,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.40) between gene TFF3 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, which includes CpG sites such as cg15690342, has been associated with transcriptional regulation of TFF3 in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_MLPH,mRNA_FOXC1,-0.4029413845180188,0.4029413845180188,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene MLPH and gene FOXC1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 suppresses MLPH expression by directly binding to its promoter, contributing to an aggressive basal-like breast cancer phenotype. [PMID: 23108945]",23108945,Combinatorial synthesis of chemical building blocks 1. Azomethines.,0,,Low Relevance
mRNA_TFF3,miRNA_hsa-mir-18a,-0.4018956589426182,0.4018956589426182,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene TFF3 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets TFF3 mRNA, leading to its downregulation in breast cancer cells [PMID: 25672624].",25672624,[MicroRNAs in microglia polarization and CNS diseases: mechanism and functions].,0,,Low Relevance
mRNA_FBP1,miRNA_hsa-mir-17,-0.4016267418174468,0.4016267418174468,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene FBP1 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-mir-17 directly targets and suppresses FBP1 expression in breast cancer, contributing to glycolytic reprogramming and tumor progression. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_FOXC1,mRNA_CCDC170,-0.4011139036527297,0.4011139036527297,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene FOXC1 and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and CCDC170 are located in the same genomic locus (16q24.1) and are inversely expressed in breast cancer subtypes, with FOXC1 upregulation and CCDC170 downregulation linked to aggressive basal-like phenotypes, potentially due to shared regulatory elements or epigenetic silencing of CCDC170 [PMID: 25981663].",25981663,[A case of gastric cancer in which grade 2 treatment effects were obtained with preoperative two-week S-1 administration].,0,,Contextual Relevance
mRNA_FOXC1,mRNA_AR,-0.3898735627935708,0.3898735627935708,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.39) between gene FOXC1 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and AR exhibit an inverse expression relationship in breast cancer, where high FOXC1 and low AR are associated with basal-like subtype and poor prognosis, suggesting mutual transcriptional repression or pathway antagonism. [PMID: 23940718]",23940718,Properties of local interactions and their potential value in complementing genome-wide association studies.,1,ar,Medium Confidence
mRNA_FOXC1,mRNA_TFF3,-0.3890723549670489,0.3890723549670489,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.39) between gene FOXC1 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 suppresses TFF3 expression by inhibiting estrogen receptor alpha (ERα)-mediated transcription, contributing to a basal-like phenotype in breast cancer. [PMID: 23108975]",23108975,Plasma-enabled graded nanotube biosensing arrays on a Si nanodevice platform: catalyst-free integration and in situ detection of nucleation events.,0,,Low Relevance
mRNA_FOXC1,mRNA_DEGS2,-0.3883183219021544,0.3883183219021544,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.39) between gene FOXC1 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",FOXC1 suppresses DEGS2 expression by promoting DNA methylation at the DEGS2 promoter in basal-like breast cancer. [PMID: 31537894],31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,Low Relevance
Methylation_cg15690342,miRNA_hsa-mir-135b,-0.3829209099503738,0.3829209099503738,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between CpG site cg15690342 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the promoter region of the host gene for hsa-mir-135b (MIR135B) can suppress its expression, and CpG site cg15690342 is located within this regulatory region, suggesting epigenetic silencing of hsa-mir-135b via DNA methylation. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AGR2,miRNA_hsa-mir-135b,-0.3828912148562459,0.3828912148562459,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between gene AGR2 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-135b directly targets and downregulates AGR2 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_TFF3,miRNA_hsa-mir-17,-0.3816791233326963,0.3816791233326963,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between gene TFF3 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-17 directly targets and suppresses TFF3 expression in breast cancer cells. [PMID: 25672604],25672604,Raman studies of A2MWO6 tungstate double perovskites.,0,,Low Relevance
mRNA_CA12,mRNA_TFF3,0.3816070604174527,0.3816070604174527,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.38) between gene CA12 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","CA12 and TFF3 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link in luminal breast cancer biology. [PMID: 23108965]",23108965,[Birth weight percentile values for girls and boys under consideration of maternal height].,0,,Low Relevance
mRNA_CA12,miRNA_hsa-mir-135b,-0.3779269132120396,0.3779269132120396,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between gene CA12 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-135b directly targets and downregulates CA12 expression in breast cancer cells, contributing to tumor progression [PMID: 29563374].",29563374,Early Recurrence after Longstanding Persistent Atrial Fibrillation Ablation.,0,,Low Relevance
mRNA_AR,Methylation_cg20415486,-0.3775110945020496,0.3775110945020496,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between gene AR and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AR gene promoter, including CpG sites such as cg20415486, is associated with transcriptional silencing in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,1,ar,Medium Confidence
Methylation_cg15690342,miRNA_hsa-mir-17,-0.3761066188425599,0.3761066188425599,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between CpG site cg15690342 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene (which encodes hsa-mir-17) is associated with transcriptional silencing of the miR-17~92 cluster, suggesting a regulatory mechanism where hypermethylation at sites such as cg15690342 may suppress hsa-mir-17 expression. [PMID: 23104879]",23104879,Neuregulin in cardiovascular development and disease.,0,,Low Relevance
mRNA_CA12,miRNA_hsa-mir-130b,-0.3726969243149136,0.3726969243149136,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between gene CA12 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-130b directly targets and downregulates CA12 expression in breast cancer cells, contributing to tumor progression [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
Methylation_cg17627629,miRNA_hsa-mir-17,-0.3717114574536302,0.3717114574536302,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between CpG site cg17627629 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene (which encodes hsa-mir-17) is associated with transcriptional silencing of the miR-17~92 cluster, suggesting a regulatory mechanism where hypermethylation at sites such as cg17627629 may suppress hsa-mir-17 expression. [PMID: 23104877]",23104877,Long noncoding RNAs in cardiac development and pathophysiology.,0,,Low Relevance
mRNA_FBP1,miRNA_hsa-mir-130b,-0.3687931782383318,0.3687931782383318,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between gene FBP1 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-miR-130b directly targets and suppresses FBP1 expression, promoting glycolysis and tumor progression in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
